language,city,date,mobile
lithuanian,vienna,11,1
polish,vienna,21,1
italian,vilnius,29,1
slovakian,vienna,3,0
latvian,amsterdam,20,1
danish,copenhagen,16,0
german,vienna,15,1
finnish,vienna,3,0
italian,copenhagen,0,1
spanish,sofia,40,1
dutch,copenhagen,36,0
hungarian,copenhagen,6,1
polish,madrid,30,0
portuguese,paris,23,0
hungarian,copenhagen,13,1
spanish,amsterdam,18,0
luxembourgish,madrid,24,0
maltese,paris,34,0
polish,amsterdam,27,0
cypriot,paris,21,0
dutch,amsterdam,19,1
austrian,amsterdam,18,1
bulgarian,sofia,40,0
greek,vilnius,34,1
austrian,rome,39,1
latvian,madrid,21,0
lithuanian,rome,24,1
estonian,valletta,4,0
romanian,sofia,12,1
austrian,sofia,11,0
german,rome,4,1
estonian,vilnius,25,0
german,amsterdam,4,1
slovakian,rome,18,1
cypriot,vienna,28,0
portuguese,vienna,43,0
finnish,vilnius,9,1
slovakian,vilnius,8,1
romanian,copenhagen,13,1
danish,rome,21,0
italian,rome,44,0
greek,paris,17,0
irish,paris,5,0
portuguese,sofia,35,0
romanian,valletta,5,0
portuguese,copenhagen,32,1
danish,sofia,7,1
german,vilnius,27,1
czech,amsterdam,0,1
luxembourgish,valletta,38,0
finnish,sofia,23,1
luxembourgish,valletta,3,1
latvian,paris,36,1
greek,sofia,20,1
greek,vilnius,43,0
irish,paris,33,0
cypriot,copenhagen,15,1
luxembourgish,sofia,20,0
irish,vienna,7,0
greek,amsterdam,35,1
slovene,madrid,2,1
danish,vilnius,0,1
spanish,amsterdam,29,1
maltese,copenhagen,29,1
maltese,valletta,30,1
italian,paris,23,0
lithuanian,rome,12,0
slovene,paris,35,1
portuguese,madrid,7,1
estonian,vilnius,34,0
french,copenhagen,10,1
lithuanian,vilnius,38,0
austrian,sofia,17,1
latvian,paris,34,1
spanish,copenhagen,9,0
french,vilnius,5,1
greek,madrid,0,0
spanish,vilnius,42,1
austrian,sofia,24,0
croatian,rome,23,1
estonian,sofia,29,1
slovakian,madrid,11,0
danish,vilnius,27,1
italian,sofia,30,1
german,valletta,26,1
estonian,rome,18,1
dutch,amsterdam,12,1
czech,copenhagen,6,1
slovakian,amsterdam,0,1
cypriot,amsterdam,14,1
spanish,rome,9,1
slovakian,vienna,9,1
spanish,paris,36,0
french,rome,6,0
romanian,vilnius,18,1
irish,valletta,28,0
swedish,madrid,15,0
italian,madrid,1,1
lithuanian,paris,15,0
austrian,copenhagen,12,0
croatian,amsterdam,11,0
latvian,vienna,20,1
polish,rome,43,0
cypriot,madrid,19,0
slovene,valletta,1,0
lithuanian,valletta,19,0
german,vilnius,0,0
luxembourgish,vilnius,19,0
italian,vilnius,19,1
spanish,vienna,27,1
danish,vienna,42,0
estonian,rome,37,0
slovene,amsterdam,25,0
latvian,madrid,9,0
italian,copenhagen,28,1
romanian,copenhagen,4,1
italian,sofia,37,1
italian,copenhagen,12,0
polish,vienna,3,0
slovene,madrid,10,1
swedish,madrid,36,0
cypriot,paris,0,0
german,vilnius,16,0
slovene,rome,13,1
german,sofia,20,0
irish,copenhagen,3,1
portuguese,vilnius,33,0
maltese,sofia,40,0
greek,madrid,30,0
slovene,amsterdam,0,1
cypriot,sofia,28,1
portuguese,amsterdam,35,1
french,rome,42,0
portuguese,rome,26,1
italian,vienna,25,1
austrian,vienna,13,0
irish,amsterdam,30,0
greek,amsterdam,28,1
spanish,valletta,8,1
danish,copenhagen,30,1
romanian,valletta,33,1
romanian,valletta,1,1
estonian,valletta,0,0
swedish,valletta,8,0
french,paris,41,1
hungarian,vienna,40,1
italian,copenhagen,28,0
cypriot,madrid,17,1
greek,paris,18,0
cypriot,amsterdam,30,1
latvian,copenhagen,34,1
lithuanian,valletta,20,1
hungarian,copenhagen,23,0
swedish,rome,6,1
lithuanian,amsterdam,11,0
bulgarian,rome,38,1
cypriot,vienna,35,0
bulgarian,rome,44,0
austrian,copenhagen,39,0
slovene,copenhagen,16,1
dutch,vilnius,38,1
spanish,madrid,23,1
luxembourgish,paris,2,1
slovene,rome,25,1
slovakian,paris,38,0
german,copenhagen,42,0
portuguese,madrid,4,0
maltese,valletta,28,1
bulgarian,vienna,13,0
portuguese,vienna,21,1
dutch,vilnius,37,0
estonian,amsterdam,15,0
cypriot,vienna,38,0
polish,sofia,8,1
irish,copenhagen,34,1
spanish,madrid,37,1
romanian,amsterdam,23,0
spanish,valletta,30,0
estonian,valletta,25,1
swedish,copenhagen,40,1
swedish,madrid,38,1
cypriot,amsterdam,6,1
dutch,copenhagen,15,1
bulgarian,rome,44,1
slovakian,valletta,40,0
italian,rome,11,1
swedish,amsterdam,36,1
croatian,paris,22,1
latvian,copenhagen,8,1
polish,valletta,13,1
slovene,amsterdam,24,1
romanian,rome,8,0
latvian,rome,23,1
slovene,vienna,1,0
romanian,copenhagen,10,0
finnish,amsterdam,26,0
estonian,paris,43,1
swedish,vienna,2,1
hungarian,paris,32,0
danish,amsterdam,29,1
austrian,copenhagen,6,1
bulgarian,valletta,39,0
bulgarian,vienna,19,0
finnish,paris,23,1
italian,amsterdam,27,1
croatian,madrid,16,0
italian,valletta,3,0
bulgarian,vienna,30,1
finnish,vilnius,18,1
portuguese,vienna,9,1
italian,vienna,31,0
french,valletta,12,0
swedish,sofia,23,1
hungarian,amsterdam,14,1
french,vienna,21,0
lithuanian,paris,14,0
danish,amsterdam,31,0
polish,sofia,36,0
danish,sofia,24,0
cypriot,vilnius,24,0
danish,madrid,38,0
spanish,amsterdam,16,0
estonian,paris,30,1
romanian,copenhagen,24,0
austrian,sofia,39,1
greek,madrid,13,1
greek,copenhagen,0,0
latvian,paris,33,1
italian,rome,30,0
french,vienna,10,0
danish,paris,36,1
german,amsterdam,20,0
luxembourgish,vienna,5,1
luxembourgish,sofia,0,1
danish,amsterdam,23,1
slovakian,valletta,16,1
spanish,amsterdam,12,1
swedish,sofia,7,1
danish,vilnius,5,0
hungarian,madrid,3,1
spanish,paris,30,1
spanish,vienna,21,1
maltese,rome,31,0
french,vienna,9,1
cypriot,rome,13,1
irish,vienna,33,1
slovene,madrid,40,1
french,copenhagen,40,0
swedish,sofia,17,0
slovakian,rome,23,1
austrian,amsterdam,27,1
irish,copenhagen,29,1
spanish,copenhagen,40,1
irish,paris,25,0
swedish,sofia,27,0
latvian,sofia,24,1
dutch,amsterdam,23,1
dutch,amsterdam,24,1
latvian,madrid,17,1
german,sofia,11,1
hungarian,copenhagen,36,0
romanian,copenhagen,2,0
romanian,madrid,14,0
luxembourgish,madrid,31,1
french,sofia,8,0
irish,vienna,42,1
latvian,amsterdam,19,1
dutch,copenhagen,1,1
swedish,amsterdam,29,1
cypriot,valletta,4,1
french,vienna,15,0
maltese,madrid,43,1
slovene,rome,8,1
luxembourgish,paris,44,0
lithuanian,sofia,17,1
irish,copenhagen,24,1
czech,paris,37,1
swedish,amsterdam,23,0
hungarian,rome,30,1
german,vilnius,13,0
spanish,paris,9,0
finnish,paris,1,1
dutch,madrid,31,0
portuguese,copenhagen,21,1
czech,copenhagen,35,0
dutch,madrid,16,0
czech,vienna,39,1
latvian,vienna,29,1
luxembourgish,amsterdam,34,1
italian,valletta,16,1
maltese,valletta,18,1
croatian,rome,42,1
irish,madrid,29,1
estonian,valletta,38,1
polish,valletta,21,0
french,vilnius,37,0
french,rome,29,1
slovakian,vilnius,17,1
slovene,vilnius,2,0
spanish,vienna,37,1
luxembourgish,rome,30,0
swedish,sofia,28,0
polish,vienna,18,0
czech,copenhagen,40,1
portuguese,valletta,22,0
german,madrid,14,1
german,paris,12,0
czech,vienna,44,0
swedish,copenhagen,39,0
maltese,valletta,42,1
slovakian,copenhagen,2,1
danish,vienna,11,1
latvian,rome,29,1
danish,madrid,8,0
greek,sofia,36,1
luxembourgish,sofia,29,1
german,rome,17,0
lithuanian,madrid,10,1
dutch,paris,28,1
portuguese,copenhagen,7,1
romanian,rome,35,0
czech,valletta,5,1
romanian,amsterdam,9,0
lithuanian,valletta,26,1
slovene,vilnius,7,1
lithuanian,madrid,18,0
polish,vilnius,6,1
lithuanian,copenhagen,39,0
danish,paris,7,0
greek,valletta,43,1
cypriot,paris,7,1
polish,vilnius,0,0
bulgarian,vienna,42,1
danish,valletta,12,1
latvian,valletta,3,1
slovene,copenhagen,42,0
bulgarian,copenhagen,6,1
romanian,sofia,27,0
austrian,valletta,41,0
german,amsterdam,36,0
austrian,copenhagen,23,0
greek,vienna,6,0
slovakian,vienna,7,0
danish,vilnius,15,0
swedish,vienna,9,0
luxembourgish,madrid,16,1
latvian,sofia,31,0
finnish,valletta,18,1
luxembourgish,copenhagen,32,0
romanian,vienna,41,1
romanian,vienna,30,1
cypriot,paris,16,0
finnish,valletta,17,1
bulgarian,madrid,25,0
latvian,vilnius,21,1
swedish,sofia,4,1
estonian,vilnius,7,1
slovene,paris,16,0
portuguese,vienna,2,1
lithuanian,amsterdam,16,0
bulgarian,madrid,33,1
greek,rome,24,0
maltese,madrid,42,0
estonian,amsterdam,7,0
swedish,sofia,5,1
portuguese,madrid,24,1
austrian,rome,39,0
greek,rome,6,0
italian,vilnius,20,0
croatian,sofia,26,1
portuguese,paris,28,1
latvian,madrid,18,1
estonian,vilnius,23,0
czech,sofia,24,1
estonian,paris,3,0
danish,madrid,12,1
slovakian,paris,37,1
spanish,madrid,24,0
portuguese,vienna,27,0
hungarian,vilnius,10,0
cypriot,amsterdam,16,1
cypriot,vilnius,8,1
spanish,valletta,38,0
maltese,madrid,3,0
greek,valletta,23,1
bulgarian,madrid,37,1
lithuanian,rome,20,0
swedish,vienna,6,0
dutch,sofia,0,1
austrian,copenhagen,38,1
swedish,madrid,32,0
austrian,copenhagen,11,1
cypriot,valletta,29,1
german,copenhagen,28,0
czech,vienna,1,0
romanian,vilnius,43,1
irish,vienna,6,1
estonian,sofia,8,0
irish,copenhagen,41,1
slovene,paris,41,0
latvian,vilnius,7,1
italian,madrid,6,1
spanish,copenhagen,34,0
luxembourgish,rome,3,1
austrian,amsterdam,18,0
romanian,amsterdam,11,1
estonian,rome,10,0
luxembourgish,paris,23,1
austrian,madrid,33,1
irish,copenhagen,23,0
portuguese,vienna,11,0
french,sofia,35,0
romanian,copenhagen,9,0
irish,rome,27,0
luxembourgish,madrid,13,1
maltese,vienna,18,1
romanian,paris,32,0
irish,amsterdam,23,1
slovene,vilnius,43,1
croatian,amsterdam,42,1
cypriot,madrid,30,1
luxembourgish,valletta,16,0
portuguese,vienna,12,0
maltese,rome,33,0
irish,amsterdam,32,0
lithuanian,rome,22,0
spanish,rome,19,1
hungarian,madrid,43,1
latvian,paris,31,0
bulgarian,amsterdam,5,1
austrian,vilnius,27,0
croatian,vilnius,19,0
portuguese,vilnius,37,0
slovene,valletta,35,0
portuguese,vilnius,35,1
czech,vilnius,41,0
french,vienna,2,1
german,sofia,37,1
polish,copenhagen,44,1
czech,valletta,31,1
french,amsterdam,38,0
slovakian,sofia,31,0
bulgarian,madrid,31,0
dutch,sofia,35,0
maltese,madrid,22,1
lithuanian,sofia,14,1
luxembourgish,valletta,32,1
austrian,sofia,28,0
spanish,vilnius,9,0
dutch,rome,21,1
danish,copenhagen,27,0
slovakian,sofia,34,1
luxembourgish,amsterdam,41,1
estonian,amsterdam,36,0
slovakian,valletta,20,0
italian,sofia,26,1
swedish,amsterdam,20,1
estonian,vienna,4,1
italian,vilnius,39,1
french,rome,15,0
danish,sofia,3,0
lithuanian,vilnius,24,1
luxembourgish,valletta,0,0
german,madrid,10,1
lithuanian,rome,5,1
italian,sofia,22,1
swedish,vilnius,34,0
french,copenhagen,31,0
irish,valletta,2,0
lithuanian,amsterdam,40,1
croatian,amsterdam,5,1
italian,paris,29,0
luxembourgish,rome,17,1
italian,madrid,33,0
maltese,paris,21,0
estonian,valletta,12,0
danish,madrid,27,0
portuguese,sofia,32,0
czech,vilnius,27,0
cypriot,vilnius,43,0
bulgarian,vienna,10,1
italian,copenhagen,34,0
bulgarian,copenhagen,12,1
luxembourgish,rome,34,1
finnish,vilnius,3,1
estonian,valletta,9,1
spanish,copenhagen,22,0
polish,rome,14,0
czech,rome,24,1
french,vilnius,42,0
danish,madrid,4,1
french,vienna,34,1
french,rome,11,1
swedish,amsterdam,34,1
bulgarian,amsterdam,44,1
irish,madrid,14,1
maltese,valletta,36,1
bulgarian,madrid,14,1
croatian,amsterdam,27,0
slovene,copenhagen,11,1
hungarian,rome,25,0
austrian,madrid,6,1
french,rome,27,0
austrian,valletta,18,1
maltese,amsterdam,25,0
cypriot,rome,10,0
french,rome,44,1
slovakian,vienna,1,0
irish,copenhagen,13,0
estonian,vilnius,9,1
hungarian,vilnius,8,0
spanish,vienna,11,1
cypriot,copenhagen,7,0
german,rome,3,0
luxembourgish,valletta,27,1
french,valletta,8,1
luxembourgish,sofia,37,0
portuguese,vienna,2,0
italian,copenhagen,40,0
hungarian,paris,27,1
romanian,amsterdam,15,1
french,vienna,8,1
cypriot,copenhagen,4,0
estonian,sofia,6,0
luxembourgish,vienna,35,0
finnish,madrid,14,0
danish,amsterdam,41,0
latvian,madrid,37,1
hungarian,vienna,23,1
maltese,rome,32,0
finnish,valletta,29,0
swedish,amsterdam,33,1
irish,vienna,22,0
portuguese,paris,14,1
czech,copenhagen,12,1
bulgarian,madrid,21,0
hungarian,vilnius,29,0
finnish,vilnius,19,1
estonian,amsterdam,41,0
czech,sofia,43,0
greek,madrid,20,0
hungarian,madrid,40,0
latvian,sofia,19,1
cypriot,valletta,0,0
estonian,paris,15,1
slovene,madrid,42,0
italian,paris,36,0
luxembourgish,paris,15,0
slovene,rome,0,0
croatian,sofia,5,1
hungarian,rome,8,0
luxembourgish,sofia,26,1
austrian,paris,11,1
hungarian,rome,41,1
portuguese,rome,28,0
polish,amsterdam,32,1
slovakian,valletta,17,0
slovene,sofia,15,0
finnish,madrid,4,0
estonian,vienna,41,1
slovene,copenhagen,35,1
slovakian,madrid,28,1
austrian,copenhagen,16,1
cypriot,vienna,16,1
french,vilnius,13,1
slovakian,vienna,0,0
italian,valletta,11,1
dutch,valletta,41,1
cypriot,vienna,7,1
slovene,valletta,34,0
cypriot,amsterdam,5,0
swedish,copenhagen,15,1
italian,vienna,42,1
slovakian,vienna,36,1
spanish,amsterdam,17,1
french,valletta,34,0
croatian,rome,19,1
spanish,valletta,21,0
danish,madrid,20,1
french,copenhagen,29,1
czech,amsterdam,29,1
spanish,valletta,28,0
greek,copenhagen,38,0
czech,paris,43,1
portuguese,valletta,22,1
czech,sofia,37,0
croatian,madrid,42,0
danish,valletta,14,0
greek,amsterdam,44,1
polish,valletta,2,1
spanish,vienna,28,1
croatian,madrid,20,1
german,rome,16,1
hungarian,valletta,24,1
french,sofia,7,1
danish,paris,35,0
cypriot,rome,0,1
french,valletta,20,1
luxembourgish,vilnius,40,1
swedish,vienna,25,1
german,madrid,6,1
latvian,rome,26,0
italian,sofia,31,0
latvian,rome,14,0
portuguese,valletta,21,1
spanish,paris,37,0
greek,vienna,11,0
spanish,copenhagen,13,1
spanish,copenhagen,24,0
romanian,sofia,4,1
estonian,vienna,21,0
dutch,valletta,18,0
czech,vienna,1,1
romanian,paris,33,0
greek,vienna,28,0
portuguese,copenhagen,4,1
bulgarian,vilnius,34,0
lithuanian,rome,28,1
polish,amsterdam,28,1
bulgarian,sofia,35,1
maltese,paris,42,1
romanian,rome,2,1
italian,madrid,42,0
slovene,valletta,5,1
spanish,amsterdam,18,1
greek,vilnius,14,0
portuguese,paris,19,1
cypriot,sofia,6,1
spanish,copenhagen,13,0
estonian,amsterdam,23,1
luxembourgish,vilnius,38,1
romanian,valletta,1,0
slovakian,vilnius,38,1
hungarian,sofia,36,0
slovakian,madrid,43,1
greek,vilnius,18,1
greek,madrid,37,0
danish,vilnius,3,0
croatian,vienna,31,0
bulgarian,madrid,17,1
dutch,madrid,30,0
maltese,vilnius,22,0
finnish,paris,22,1
luxembourgish,amsterdam,31,1
irish,sofia,7,0
spanish,copenhagen,35,0
irish,vilnius,24,0
danish,valletta,5,1
estonian,copenhagen,15,0
latvian,valletta,19,0
maltese,copenhagen,31,0
french,amsterdam,9,0
dutch,sofia,38,0
german,madrid,17,1
latvian,paris,39,0
french,copenhagen,15,0
italian,vilnius,30,1
luxembourgish,amsterdam,39,0
german,valletta,3,1
polish,sofia,34,1
polish,valletta,41,0
finnish,madrid,21,1
swedish,valletta,24,1
polish,paris,17,1
slovene,vilnius,26,1
french,rome,9,1
dutch,valletta,16,0
finnish,paris,9,1
hungarian,copenhagen,4,0
slovene,sofia,14,1
hungarian,copenhagen,38,1
polish,copenhagen,20,1
danish,madrid,41,0
bulgarian,paris,24,0
italian,rome,12,0
slovakian,vienna,16,1
maltese,copenhagen,39,1
romanian,amsterdam,1,1
romanian,vienna,38,0
spanish,vilnius,0,0
italian,paris,14,0
swedish,vienna,10,0
greek,sofia,0,1
french,rome,26,1
finnish,rome,23,1
finnish,valletta,4,1
bulgarian,vienna,0,0
portuguese,paris,42,0
slovene,rome,30,1
czech,copenhagen,14,0
latvian,valletta,36,0
czech,valletta,22,1
bulgarian,valletta,10,1
czech,sofia,10,1
czech,valletta,20,1
czech,amsterdam,4,1
maltese,paris,35,0
bulgarian,madrid,33,0
irish,paris,42,0
slovakian,sofia,43,1
croatian,vilnius,19,1
german,amsterdam,43,1
lithuanian,madrid,3,1
czech,vilnius,19,0
slovakian,sofia,27,1
lithuanian,vilnius,16,1
cypriot,madrid,40,1
bulgarian,vilnius,16,0
estonian,copenhagen,42,1
hungarian,amsterdam,36,1
croatian,sofia,26,0
greek,copenhagen,42,0
spanish,vilnius,16,1
polish,sofia,44,0
cypriot,paris,22,1
cypriot,madrid,44,1
estonian,amsterdam,19,1
estonian,amsterdam,43,1
romanian,rome,13,1
swedish,madrid,11,1
bulgarian,madrid,20,0
croatian,vienna,27,1
lithuanian,valletta,15,0
maltese,vilnius,35,0
estonian,paris,41,1
latvian,rome,39,0
luxembourgish,valletta,3,0
finnish,madrid,33,1
greek,paris,31,1
austrian,vienna,43,0
portuguese,vilnius,0,0
luxembourgish,vienna,38,1
polish,paris,41,0
cypriot,paris,1,1
danish,rome,16,1
austrian,amsterdam,6,0
romanian,amsterdam,30,0
finnish,madrid,2,1
bulgarian,amsterdam,41,1
slovene,rome,17,1
estonian,rome,30,1
luxembourgish,madrid,42,0
estonian,rome,11,0
estonian,amsterdam,28,1
estonian,rome,33,1
croatian,rome,32,1
cypriot,sofia,13,1
german,paris,33,0
cypriot,vienna,18,1
greek,rome,12,0
czech,valletta,1,0
danish,amsterdam,30,1
german,vienna,25,0
slovakian,paris,2,0
cypriot,rome,27,0
czech,vilnius,30,1
estonian,valletta,5,0
irish,copenhagen,8,1
german,amsterdam,22,1
dutch,copenhagen,40,0
italian,vilnius,14,1
bulgarian,valletta,6,0
czech,rome,16,1
bulgarian,vienna,4,0
german,vienna,2,0
greek,sofia,1,0
slovene,amsterdam,1,0
hungarian,vienna,26,0
maltese,copenhagen,35,0
slovene,copenhagen,10,0
cypriot,rome,24,1
slovene,madrid,20,0
maltese,valletta,37,1
croatian,rome,29,1
romanian,madrid,12,1
danish,amsterdam,5,0
greek,amsterdam,5,0
dutch,rome,1,0
greek,copenhagen,31,1
estonian,sofia,11,1
austrian,vienna,31,1
italian,vilnius,42,1
italian,madrid,18,0
maltese,sofia,5,1
portuguese,sofia,13,0
italian,paris,27,1
polish,madrid,13,1
spanish,madrid,28,1
italian,amsterdam,29,1
portuguese,sofia,23,0
spanish,vilnius,41,0
czech,vienna,36,0
greek,vienna,7,1
french,valletta,5,0
portuguese,amsterdam,20,1
maltese,vilnius,4,0
romanian,rome,4,1
bulgarian,rome,32,1
french,amsterdam,33,1
austrian,copenhagen,43,0
danish,paris,15,0
danish,copenhagen,3,1
swedish,vilnius,7,1
czech,copenhagen,15,1
greek,paris,10,1
croatian,vienna,38,1
finnish,madrid,26,0
greek,copenhagen,14,1
latvian,rome,24,0
croatian,valletta,15,1
hungarian,sofia,11,1
lithuanian,vienna,36,0
french,vienna,30,1
cypriot,amsterdam,11,1
hungarian,valletta,11,0
finnish,amsterdam,32,0
slovene,paris,2,0
slovene,vienna,7,0
austrian,copenhagen,14,0
dutch,paris,9,0
cypriot,copenhagen,26,1
german,sofia,3,1
estonian,copenhagen,22,0
latvian,valletta,21,0
lithuanian,amsterdam,5,1
spanish,amsterdam,42,0
lithuanian,vienna,33,1
hungarian,copenhagen,1,0
finnish,paris,26,0
german,copenhagen,32,1
french,vienna,41,0
greek,madrid,3,1
german,paris,13,0
slovakian,vilnius,44,1
portuguese,copenhagen,17,1
estonian,vienna,30,1
slovakian,vilnius,8,0
romanian,vilnius,44,1
estonian,copenhagen,2,0
lithuanian,madrid,8,0
cypriot,copenhagen,12,1
danish,valletta,19,1
cypriot,madrid,37,1
polish,vienna,8,1
hungarian,vilnius,27,1
spanish,sofia,19,1
czech,paris,24,0
bulgarian,vilnius,0,0
italian,madrid,11,1
spanish,rome,15,0
swedish,amsterdam,40,1
danish,rome,23,1
swedish,sofia,1,0
romanian,madrid,20,1
croatian,vienna,16,1
danish,vilnius,41,0
cypriot,paris,11,1
greek,vilnius,39,0
slovakian,madrid,9,1
irish,madrid,21,1
cypriot,rome,23,1
romanian,paris,26,1
finnish,vilnius,1,0
german,copenhagen,9,1
polish,vilnius,30,1
estonian,madrid,31,0
croatian,copenhagen,13,1
hungarian,vienna,17,0
luxembourgish,vilnius,21,0
hungarian,rome,43,0
greek,vienna,31,0
croatian,valletta,16,1
austrian,valletta,29,0
german,rome,7,1
finnish,vienna,22,1
greek,valletta,37,0
german,paris,4,0
greek,rome,39,1
austrian,valletta,22,1
luxembourgish,vienna,35,1
danish,vilnius,28,1
slovene,madrid,41,0
lithuanian,valletta,13,1
danish,sofia,37,0
estonian,valletta,31,1
finnish,copenhagen,36,0
lithuanian,madrid,27,1
italian,vilnius,2,1
slovakian,valletta,1,0
romanian,vienna,9,0
slovene,amsterdam,25,1
bulgarian,madrid,43,0
german,valletta,41,1
slovene,copenhagen,32,0
dutch,paris,10,0
lithuanian,vienna,17,0
slovene,sofia,23,1
luxembourgish,madrid,38,1
bulgarian,sofia,1,0
cypriot,amsterdam,9,1
maltese,amsterdam,23,1
italian,amsterdam,19,1
polish,vilnius,23,1
croatian,madrid,10,1
greek,sofia,29,0
spanish,vienna,32,0
croatian,paris,1,1
greek,paris,44,0
austrian,madrid,27,1
swedish,vilnius,24,1
slovene,madrid,38,1
swedish,rome,9,1
lithuanian,vilnius,15,1
slovene,paris,0,0
croatian,vienna,9,0
swedish,copenhagen,42,0
slovene,madrid,4,1
maltese,madrid,33,0
german,amsterdam,44,0
german,valletta,2,0
french,rome,0,0
portuguese,rome,39,1
czech,sofia,41,1
danish,amsterdam,34,1
slovene,copenhagen,41,0
luxembourgish,copenhagen,36,0
slovene,madrid,16,1
swedish,amsterdam,24,1
finnish,vilnius,7,1
slovakian,madrid,41,1
portuguese,rome,30,0
lithuanian,sofia,35,0
dutch,copenhagen,1,0
cypriot,amsterdam,39,0
german,valletta,32,0
austrian,amsterdam,27,0
finnish,sofia,24,1
bulgarian,vienna,14,0
estonian,vienna,32,1
irish,madrid,17,0
german,paris,32,0
spanish,vienna,21,0
cypriot,rome,15,0
hungarian,amsterdam,7,1
polish,paris,34,0
latvian,copenhagen,40,0
bulgarian,vienna,40,1
hungarian,amsterdam,30,1
slovene,vienna,12,1
luxembourgish,vilnius,39,0
latvian,vienna,18,0
german,sofia,5,0
swedish,valletta,37,1
spanish,vilnius,10,1
slovene,copenhagen,8,1
swedish,madrid,29,0
italian,rome,13,1
luxembourgish,valletta,29,0
slovene,vilnius,44,1
danish,amsterdam,1,1
estonian,valletta,36,0
dutch,madrid,23,1
swedish,madrid,14,0
greek,valletta,25,0
cypriot,valletta,27,1
maltese,paris,29,1
portuguese,vilnius,24,0
croatian,paris,19,0
irish,rome,38,0
slovene,madrid,26,1
portuguese,vilnius,19,1
estonian,amsterdam,16,0
spanish,paris,22,1
polish,madrid,5,0
spanish,amsterdam,11,1
finnish,vienna,30,1
portuguese,copenhagen,2,0
italian,paris,17,0
dutch,copenhagen,9,0
irish,paris,8,0
czech,copenhagen,36,1
luxembourgish,vilnius,1,1
dutch,paris,21,0
latvian,vienna,43,0
german,vienna,11,0
maltese,sofia,8,1
italian,paris,37,1
croatian,valletta,28,0
italian,valletta,0,0
greek,rome,29,0
slovene,sofia,44,1
danish,paris,10,0
hungarian,rome,33,1
slovene,amsterdam,30,0
italian,copenhagen,36,0
finnish,vilnius,17,1
romanian,vilnius,9,1
luxembourgish,sofia,25,1
latvian,copenhagen,37,0
romanian,amsterdam,13,0
dutch,amsterdam,41,1
italian,vienna,5,1
bulgarian,copenhagen,4,1
maltese,copenhagen,9,0
finnish,amsterdam,32,1
dutch,paris,34,1
romanian,vilnius,7,1
czech,vilnius,17,1
croatian,vilnius,38,1
cypriot,sofia,35,0
slovene,copenhagen,34,1
slovakian,madrid,25,0
czech,copenhagen,39,0
czech,copenhagen,43,0
spanish,sofia,11,0
irish,madrid,4,1
romanian,paris,18,0
swedish,rome,35,0
french,vienna,18,1
maltese,copenhagen,15,0
luxembourgish,valletta,33,1
french,amsterdam,21,1
cypriot,madrid,34,1
danish,paris,22,1
portuguese,paris,8,0
greek,rome,41,1
italian,paris,25,0
danish,vilnius,27,0
swedish,paris,14,1
croatian,rome,36,1
french,amsterdam,29,1
polish,vilnius,35,0
lithuanian,valletta,36,0
german,rome,31,0
maltese,vienna,11,1
cypriot,amsterdam,33,0
slovene,rome,0,1
dutch,amsterdam,7,0
maltese,amsterdam,27,1
cypriot,sofia,11,0
french,sofia,33,1
czech,valletta,34,1
irish,rome,11,0
austrian,paris,39,1
maltese,madrid,25,1
czech,madrid,40,0
danish,amsterdam,6,1
croatian,madrid,4,1
polish,vienna,9,1
bulgarian,amsterdam,33,0
french,copenhagen,40,1
estonian,madrid,43,1
czech,valletta,17,0
czech,sofia,16,0
romanian,vilnius,36,1
finnish,valletta,22,0
austrian,valletta,6,0
hungarian,madrid,36,0
bulgarian,vilnius,4,0
italian,copenhagen,33,1
portuguese,sofia,31,0
slovene,amsterdam,6,1
bulgarian,amsterdam,43,1
italian,vilnius,43,0
lithuanian,paris,43,1
slovakian,vienna,8,1
latvian,amsterdam,9,1
portuguese,rome,40,1
dutch,vilnius,17,0
slovakian,madrid,30,0
finnish,valletta,15,0
croatian,valletta,20,1
polish,amsterdam,43,1
latvian,madrid,44,1
spanish,valletta,22,1
estonian,sofia,36,1
cypriot,sofia,15,0
austrian,paris,38,1
croatian,vilnius,20,1
polish,sofia,29,0
german,valletta,4,1
lithuanian,rome,14,1
dutch,vilnius,16,1
hungarian,madrid,30,1
portuguese,vienna,37,0
croatian,amsterdam,40,0
luxembourgish,copenhagen,17,0
french,vilnius,16,0
italian,madrid,43,1
greek,rome,7,1
croatian,rome,29,0
slovakian,madrid,0,0
bulgarian,rome,3,1
cypriot,madrid,6,1
cypriot,paris,26,0
swedish,paris,5,0
finnish,paris,31,0
slovene,sofia,1,0
polish,copenhagen,6,0
swedish,valletta,13,0
croatian,vilnius,1,1
danish,vienna,31,1
estonian,copenhagen,9,0
finnish,vienna,9,0
finnish,paris,24,1
croatian,valletta,38,0
czech,copenhagen,6,0
latvian,paris,11,0
croatian,rome,14,0
lithuanian,vilnius,29,1
croatian,copenhagen,44,0
czech,paris,29,0
french,vienna,0,0
czech,amsterdam,19,1
lithuanian,vilnius,29,0
cypriot,vienna,18,0
polish,madrid,16,0
danish,sofia,40,1
irish,amsterdam,25,1
finnish,madrid,29,1
greek,copenhagen,25,1
finnish,rome,42,1
slovakian,valletta,4,1
greek,rome,42,1
romanian,paris,14,1
irish,madrid,20,1
romanian,vienna,1,0
estonian,paris,37,0
